incorrect,correct,error_type,language,task
"atjë","atje","case_ending_error","sq","albanian_spelling_correction"
"lojjtar","lojtar","extra_letter","sq","albanian_spelling_correction"
"lpasi","lapsi","letter_transposition","sq","albanian_spelling_correction"
"gxuim","guxim","letter_transposition","sq","albanian_spelling_correction"
"viit","vitit","missing_letter","sq","albanian_spelling_correction"
"loje","lojë","case_ending_error","sq","albanian_spelling_correction"
"gzaetar","gazetar","letter_transposition","sq","albanian_spelling_correction"
"rugë","rrugë","digraph_reduction","sq","albanian_spelling_correction"
"mëssuesi","mësuesi","extra_letter","sq","albanian_spelling_correction"
"pergatit","përgatit","missing_diacritic","sq","albanian_spelling_correction"
"miiioranzg","miioranzg","extra_letter","sq","albanian_spelling_correction"
"pseëmbëdhjetë","pesëmbëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"plotesoj","plotësoj","missing_diacritic","sq","albanian_spelling_correction"
"menndim","mendim","extra_letter","sq","albanian_spelling_correction"
"velrësimi","vlerësimi","letter_transposition","sq","albanian_spelling_correction"
"cetë","qetë","c_q_confusion","sq","albanian_spelling_correction"
"shkutër","shkurtër","missing_letter","sq","albanian_spelling_correction"
"qendruar","qëndruar","missing_diacritic","sq","albanian_spelling_correction"
"kopshtit","kopshti","case_ending_error","sq","albanian_spelling_correction"
"pranerë","pranverë","missing_letter","sq","albanian_spelling_correction"
"identitetin","identitetit","case_ending_error","sq","albanian_spelling_correction"
"klasës","klasa","case_ending_error","sq","albanian_spelling_correction"
"atkive","aktive","letter_transposition","sq","albanian_spelling_correction"
"llaampa","llampa","extra_letter","sq","albanian_spelling_correction"
"tergojm","tregojm","letter_transposition","sq","albanian_spelling_correction"
"muzzikë","muzikë","extra_letter","sq","albanian_spelling_correction"
"prooceset","proceset","extra_letter","sq","albanian_spelling_correction"
"rregulave","rregullave","digraph_reduction","sq","albanian_spelling_correction"
"vziitojmë","vizitojmë","letter_transposition","sq","albanian_spelling_correction"
"arin","arrin","digraph_reduction","sq","albanian_spelling_correction"
"orgganizuar","organizuar","extra_letter","sq","albanian_spelling_correction"
"mësmit","mësimit","missing_letter","sq","albanian_spelling_correction"
"vetten","veten","extra_letter","sq","albanian_spelling_correction"
"rëndësisëm","rëndësishëm","digraph_reduction","sq","albanian_spelling_correction"
"kopsti","kopshti","digraph_reduction","sq","albanian_spelling_correction"
"sëron","shëron","digraph_reduction","sq","albanian_spelling_correction"
"qeall","qaell","letter_transposition","sq","albanian_spelling_correction"
"foje","folje","missing_letter","sq","albanian_spelling_correction"
"cleular","celular","letter_transposition","sq","albanian_spelling_correction"
"kluturë","kulturë","letter_transposition","sq","albanian_spelling_correction"
"lbiër","libër","letter_transposition","sq","albanian_spelling_correction"
"mneteksper","menteksper","letter_transposition","sq","albanian_spelling_correction"
"kafsha","kafshë","case_ending_error","sq","albanian_spelling_correction"
"kujdsemi","kujdesemi","missing_letter","sq","albanian_spelling_correction"
"kultur","kulturë","drop_final_vowel","sq","albanian_spelling_correction"
"vjeter","vjetër","missing_diacritic","sq","albanian_spelling_correction"
"teortik","teoretik","missing_letter","sq","albanian_spelling_correction"
"paje","pamje","missing_letter","sq","albanian_spelling_correction"
"eder","edër","missing_diacritic","sq","albanian_spelling_correction"
"orgganizon","organizon","extra_letter","sq","albanian_spelling_correction"
"treegojm","tregojm","extra_letter","sq","albanian_spelling_correction"
"vziatim","vizatim","letter_transposition","sq","albanian_spelling_correction"
"tvaolinë","tavolinë","letter_transposition","sq","albanian_spelling_correction"
"uhstrim","ushtrim","letter_transposition","sq","albanian_spelling_correction"
"detyrimit","detyrimi","case_ending_error","sq","albanian_spelling_correction"
"mnesë","mensë","letter_transposition","sq","albanian_spelling_correction"
"shc","shq","c_q_confusion","sq","albanian_spelling_correction"
"jemë","jemi","case_ending_error","sq","albanian_spelling_correction"
"kallë","kalë","extra_letter","sq","albanian_spelling_correction"
"gura","gurë","case_ending_error","sq","albanian_spelling_correction"
"gjeogafis","gjeografis","missing_letter","sq","albanian_spelling_correction"
"vejshtë","vjeshtë","letter_transposition","sq","albanian_spelling_correction"
"parrlament","parlament","extra_letter","sq","albanian_spelling_correction"
"sutdiojmë","studiojmë","letter_transposition","sq","albanian_spelling_correction"
"latë","lartë","missing_letter","sq","albanian_spelling_correction"
"gxuimshëm","guximshëm","letter_transposition","sq","albanian_spelling_correction"
"gjehe","gjethe","missing_letter","sq","albanian_spelling_correction"
"nëdrtesa","ndërtesa","letter_transposition","sq","albanian_spelling_correction"
"lodur","lodhur","missing_letter","sq","albanian_spelling_correction"
"matikë","matike","case_ending_error","sq","albanian_spelling_correction"
"punojm","punojmë","drop_final_vowel","sq","albanian_spelling_correction"
"procset","proceset","missing_letter","sq","albanian_spelling_correction"
"gezim","gëzim","missing_diacritic","sq","albanian_spelling_correction"
"ngjra","ngjyra","missing_letter","sq","albanian_spelling_correction"
"qeverit","qeveri","case_ending_error","sq","albanian_spelling_correction"
"gijthë","gjithë","letter_transposition","sq","albanian_spelling_correction"
"ptoencialin","potencialin","letter_transposition","sq","albanian_spelling_correction"
"gofragji","gofreagji","missing_letter","sq","albanian_spelling_correction"
"lexjn","lexojn","missing_letter","sq","albanian_spelling_correction"
"lirin","liri","case_ending_error","sq","albanian_spelling_correction"
"rassa","rasa","extra_letter","sq","albanian_spelling_correction"
"plaanetet","planetet","extra_letter","sq","albanian_spelling_correction"
"eskper","eksper","letter_transposition","sq","albanian_spelling_correction"
"traansformon","transformon","extra_letter","sq","albanian_spelling_correction"
"staadium","stadium","extra_letter","sq","albanian_spelling_correction"
"mijfë","mijëfë","missing_letter","sq","albanian_spelling_correction"
"vmëendje","vëmendje","letter_transposition","sq","albanian_spelling_correction"
"prëshëndetje","përshëndetje","letter_transposition","sq","albanian_spelling_correction"
"themelin","themeli","case_ending_error","sq","albanian_spelling_correction"
"lume","lumë","missing_diacritic","sq","albanian_spelling_correction"
"rriitet","rritet","extra_letter","sq","albanian_spelling_correction"
"psaur","pasur","letter_transposition","sq","albanian_spelling_correction"
"përrmbajtur","përmbajtur","extra_letter","sq","albanian_spelling_correction"
"nadjfolje","ndajfolje","letter_transposition","sq","albanian_spelling_correction"
"lashtës","lashta","case_ending_error","sq","albanian_spelling_correction"
"rirtet","rritet","letter_transposition","sq","albanian_spelling_correction"
"preezantim","prezantim","extra_letter","sq","albanian_spelling_correction"
"shkkruaj","shkruaj","extra_letter","sq","albanian_spelling_correction"
"jana","janë","case_ending_error","sq","albanian_spelling_correction"
"mësson","mëson","extra_letter","sq","albanian_spelling_correction"
"mriënjohje","mirënjohje","letter_transposition","sq","albanian_spelling_correction"
"softare","software","missing_letter","sq","albanian_spelling_correction"
"nuër","numër","missing_letter","sq","albanian_spelling_correction"
"shoçëror","shoqëror","c_q_confusion","sq","albanian_spelling_correction"
"prëgatit","përgatit","letter_transposition","sq","albanian_spelling_correction"
"dirtare","dritare","letter_transposition","sq","albanian_spelling_correction"
"lexar","lexuar","missing_letter","sq","albanian_spelling_correction"
"treon","tregon","missing_letter","sq","albanian_spelling_correction"
"qyttet","qytet","extra_letter","sq","albanian_spelling_correction"
"sk","shk","digraph_reduction","sq","albanian_spelling_correction"
"ssitemi","sistemi","letter_transposition","sq","albanian_spelling_correction"
"caj","çaj","missing_diacritic","sq","albanian_spelling_correction"
"ëittrad","ëtitrad","letter_transposition","sq","albanian_spelling_correction"
"libr","librr","digraph_reduction","sq","albanian_spelling_correction"
"matte","mate","extra_letter","sq","albanian_spelling_correction"
"organzuar","organizuar","missing_letter","sq","albanian_spelling_correction"
"skruhen","shkruhen","digraph_reduction","sq","albanian_spelling_correction"
"pergjegjshëm","përgjegjshëm","missing_diacritic","sq","albanian_spelling_correction"
"familjat","familja","case_ending_error","sq","albanian_spelling_correction"
"gaim","gabim","missing_letter","sq","albanian_spelling_correction"
"vjeetra","vjetra","extra_letter","sq","albanian_spelling_correction"
"pnuojmë","punojmë","letter_transposition","sq","albanian_spelling_correction"
"diak","dinak","missing_letter","sq","albanian_spelling_correction"
"rergullojnë","rregullojnë","letter_transposition","sq","albanian_spelling_correction"
"sotem","sotëm","missing_diacritic","sq","albanian_spelling_correction"
"rlaibib","ralibib","letter_transposition","sq","albanian_spelling_correction"
"pottencialin","potencialin","extra_letter","sq","albanian_spelling_correction"
"rrjedore","rrjedhore","digraph_reduction","sq","albanian_spelling_correction"
"aktve","aktive","missing_letter","sq","albanian_spelling_correction"
"zvillim","zhvillim","digraph_reduction","sq","albanian_spelling_correction"
"nëmijë","njëmijë","digraph_reduction","sq","albanian_spelling_correction"
"dëgon","dëgjon","missing_letter","sq","albanian_spelling_correction"
"gjitmonë","gjithmonë","digraph_reduction","sq","albanian_spelling_correction"
"kyresore","kryesore","letter_transposition","sq","albanian_spelling_correction"
"laujnë","luajnë","letter_transposition","sq","albanian_spelling_correction"
"kontrollojne","kontrollojnë","case_ending_error","sq","albanian_spelling_correction"
"ogranizuar","organizuar","letter_transposition","sq","albanian_spelling_correction"
"paur","pasur","missing_letter","sq","albanian_spelling_correction"
"fjainë","fjalinë","missing_letter","sq","albanian_spelling_correction"
"muzik","muzikë","case_ending_error","sq","albanian_spelling_correction"
"nderton","ndërton","missing_diacritic","sq","albanian_spelling_correction"
"rregulojnë","rregullojnë","missing_letter","sq","albanian_spelling_correction"
"kullturë","kulturë","extra_letter","sq","albanian_spelling_correction"
"steem","stem","extra_letter","sq","albanian_spelling_correction"
"demkr","demokr","missing_letter","sq","albanian_spelling_correction"
"porekt","proekt","letter_transposition","sq","albanian_spelling_correction"
"qtyetarët","qytetarët","letter_transposition","sq","albanian_spelling_correction"
"ndaaj","ndaj","extra_letter","sq","albanian_spelling_correction"
"lirit","liri","case_ending_error","sq","albanian_spelling_correction"
"sqhipe","shqipe","letter_transposition","sq","albanian_spelling_correction"
"gjithmon","gjithmonë","case_ending_error","sq","albanian_spelling_correction"
"beim","besim","missing_letter","sq","albanian_spelling_correction"
"artkl","artikl","missing_letter","sq","albanian_spelling_correction"
"dgëjon","dëgjon","letter_transposition","sq","albanian_spelling_correction"
"flaas","flas","extra_letter","sq","albanian_spelling_correction"
"përgegjësi","përgjegjësi","digraph_reduction","sq","albanian_spelling_correction"
"gajshtë","gjashtë","letter_transposition","sq","albanian_spelling_correction"
"inoovativ","inovativ","extra_letter","sq","albanian_spelling_correction"
"nxënsit","nxënësit","missing_letter","sq","albanian_spelling_correction"
"gjeeografis","gjeografis","extra_letter","sq","albanian_spelling_correction"
"potenciali","potencialin","case_ending_error","sq","albanian_spelling_correction"
"skruajm","shkruajm","digraph_reduction","sq","albanian_spelling_correction"
"përmirësimin","përmirësimit","case_ending_error","sq","albanian_spelling_correction"
"dhma","dhoma","missing_letter","sq","albanian_spelling_correction"
"kala","kalë","case_ending_error","sq","albanian_spelling_correction"
"nidhmë","ndihmë","letter_transposition","sq","albanian_spelling_correction"
"nevvojë","nevojë","extra_letter","sq","albanian_spelling_correction"
"normëve","normave","case_ending_error","sq","albanian_spelling_correction"
"mkainë","makinë","letter_transposition","sq","albanian_spelling_correction"
"motvim","motivim","missing_letter","sq","albanian_spelling_correction"
"empap","epmap","letter_transposition","sq","albanian_spelling_correction"
"kaal","kanal","missing_letter","sq","albanian_spelling_correction"
"skhrimtar","shkrimtar","letter_transposition","sq","albanian_spelling_correction"
"topit","topi","case_ending_error","sq","albanian_spelling_correction"
"rregulojnë","rregullojnë","digraph_reduction","sq","albanian_spelling_correction"
"tekol","teknol","missing_letter","sq","albanian_spelling_correction"
"skoj","shkoj","digraph_reduction","sq","albanian_spelling_correction"
"njeerëz","njerëz","extra_letter","sq","albanian_spelling_correction"
"tardri","taredri","missing_letter","sq","albanian_spelling_correction"
"takkim","takim","extra_letter","sq","albanian_spelling_correction"
"muzun","muzeun","missing_letter","sq","albanian_spelling_correction"
"natyrë","natyrën","case_ending_error","sq","albanian_spelling_correction"
"adminstron","administron","missing_letter","sq","albanian_spelling_correction"
"përkustim","përkushtim","digraph_reduction","sq","albanian_spelling_correction"
"msëuese","mësuese","letter_transposition","sq","albanian_spelling_correction"
"kimratge","kimratgë","case_ending_error","sq","albanian_spelling_correction"
"tone","tonë","case_ending_error","sq","albanian_spelling_correction"
"çeveria","qeveria","c_q_confusion","sq","albanian_spelling_correction"
"kontrolojnë","kontrollojnë","digraph_reduction","sq","albanian_spelling_correction"
"gyjshi","gjyshi","letter_transposition","sq","albanian_spelling_correction"
"mësjmë","mësojmë","missing_letter","sq","albanian_spelling_correction"
"prëgjegjshëm","përgjegjshëm","letter_transposition","sq","albanian_spelling_correction"
"njëja","njëjës","case_ending_error","sq","albanian_spelling_correction"
"prëmbledhje","përmbledhje","letter_transposition","sq","albanian_spelling_correction"
"ndihm","ndihmë","case_ending_error","sq","albanian_spelling_correction"
"mësese","mësuese","missing_letter","sq","albanian_spelling_correction"
"gujha","gjuha","letter_transposition","sq","albanian_spelling_correction"
"ndëresa","ndërtesa","missing_letter","sq","albanian_spelling_correction"
"nëjri","njëri","letter_transposition","sq","albanian_spelling_correction"
"durruar","duruar","extra_letter","sq","albanian_spelling_correction"
"rasë","rasa","case_ending_error","sq","albanian_spelling_correction"
"psehku","peshku","letter_transposition","sq","albanian_spelling_correction"
"kraaci","kraci","extra_letter","sq","albanian_spelling_correction"
"admmirimi","admirimi","extra_letter","sq","albanian_spelling_correction"
"rinës","rina","case_ending_error","sq","albanian_spelling_correction"
"djetë","dhjetë","digraph_reduction","sq","albanian_spelling_correction"
"mdahe","madhe","letter_transposition","sq","albanian_spelling_correction"
"konnsiderohet","konsiderohet","extra_letter","sq","albanian_spelling_correction"
"proojekt","projekt","extra_letter","sq","albanian_spelling_correction"
"gjemë","gjejmë","missing_letter","sq","albanian_spelling_correction"
"risstohi","ristohi","extra_letter","sq","albanian_spelling_correction"
"tmrrahskr","tmrahskr","extra_letter","sq","albanian_spelling_correction"
"organizojma","organizojmë","case_ending_error","sq","albanian_spelling_correction"
"revstë","revistë","missing_letter","sq","albanian_spelling_correction"
"fmëijët","fëmijët","letter_transposition","sq","albanian_spelling_correction"
"demokacia","demokracia","missing_letter","sq","albanian_spelling_correction"
"tike","tikë","missing_diacritic","sq","albanian_spelling_correction"
"vendimmarrësë","vendimmarrëse","case_ending_error","sq","albanian_spelling_correction"
"matke","matike","missing_letter","sq","albanian_spelling_correction"
"tliikgenjoo","tlikgenjoo","extra_letter","sq","albanian_spelling_correction"
"bkuura","bukura","letter_transposition","sq","albanian_spelling_correction"
"njëëzet","njëzet","extra_letter","sq","albanian_spelling_correction"
"përrgatisin","përgatisin","extra_letter","sq","albanian_spelling_correction"
"skaer","skaner","missing_letter","sq","albanian_spelling_correction"
"plaestrë","palestrë","letter_transposition","sq","albanian_spelling_correction"
"mirënjohja","mirënjohje","case_ending_error","sq","albanian_spelling_correction"
"yjeet","yjet","extra_letter","sq","albanian_spelling_correction"
"mirënohje","mirënjohje","missing_letter","sq","albanian_spelling_correction"
"njëmij","njëmijë","case_ending_error","sq","albanian_spelling_correction"
"prëgatisim","përgatisim","letter_transposition","sq","albanian_spelling_correction"
"konntrollon","kontrollon","extra_letter","sq","albanian_spelling_correction"
"besuesëm","besueshëm","digraph_reduction","sq","albanian_spelling_correction"
"leoj","lexoj","missing_letter","sq","albanian_spelling_correction"
"lxeosh","lexosh","letter_transposition","sq","albanian_spelling_correction"
"ntaën","natën","letter_transposition","sq","albanian_spelling_correction"
"oërve","orëve","letter_transposition","sq","albanian_spelling_correction"
"shkecor","shkencor","missing_letter","sq","albanian_spelling_correction"
"kriitik","kritik","extra_letter","sq","albanian_spelling_correction"
"leggjislacion","legjislacion","extra_letter","sq","albanian_spelling_correction"
"shkolla","shkollës","case_ending_error","sq","albanian_spelling_correction"
"dmeokracia","demokracia","letter_transposition","sq","albanian_spelling_correction"
"porceset","proceset","letter_transposition","sq","albanian_spelling_correction"
"fëmmijë","fëmijë","extra_letter","sq","albanian_spelling_correction"
"jemmi","jemi","extra_letter","sq","albanian_spelling_correction"
"vepprimtari","veprimtari","extra_letter","sq","albanian_spelling_correction"
"lulë","lule","case_ending_error","sq","albanian_spelling_correction"
"përrallat","përralla","case_ending_error","sq","albanian_spelling_correction"
"nromave","normave","letter_transposition","sq","albanian_spelling_correction"
"klaa","klaë","case_ending_error","sq","albanian_spelling_correction"
"bbilioteka","biblioteka","letter_transposition","sq","albanian_spelling_correction"
"përrallës","përralla","case_ending_error","sq","albanian_spelling_correction"
"klse","klase","missing_letter","sq","albanian_spelling_correction"
"jone","jonë","missing_diacritic","sq","albanian_spelling_correction"
"ligeve","ligjeve","digraph_reduction","sq","albanian_spelling_correction"
"imtsqar","imtshqar","missing_letter","sq","albanian_spelling_correction"
"traad","trad","extra_letter","sq","albanian_spelling_correction"
"pammje","pamje","extra_letter","sq","albanian_spelling_correction"
"foljë","folje","case_ending_error","sq","albanian_spelling_correction"
"lumë","lumi","case_ending_error","sq","albanian_spelling_correction"
"kputojmë","kuptojmë","letter_transposition","sq","albanian_spelling_correction"
"pasçyron","pasqyron","c_q_confusion","sq","albanian_spelling_correction"
"detyimi","detyrimi","missing_letter","sq","albanian_spelling_correction"
"pesa","pesë","case_ending_error","sq","albanian_spelling_correction"
"ndihojnë","ndihmojnë","missing_letter","sq","albanian_spelling_correction"
"detyren","detyrën","missing_diacritic","sq","albanian_spelling_correction"
"gjyhi","gjyshi","missing_letter","sq","albanian_spelling_correction"
"rdahën","radhën","letter_transposition","sq","albanian_spelling_correction"
"hënës","hëna","case_ending_error","sq","albanian_spelling_correction"
"pseëqind","pesëqind","letter_transposition","sq","albanian_spelling_correction"
"dege","degë","case_ending_error","sq","albanian_spelling_correction"
"iedntitetit","identitetit","letter_transposition","sq","albanian_spelling_correction"
"tarnsform","transform","letter_transposition","sq","albanian_spelling_correction"
"vazhdueshmë","vazhdueshme","case_ending_error","sq","albanian_spelling_correction"
"arri","arrin","case_ending_error","sq","albanian_spelling_correction"
"qëndruesëm","qëndrueshëm","digraph_reduction","sq","albanian_spelling_correction"
"rregullit","rregulli","case_ending_error","sq","albanian_spelling_correction"
"vzahdueshëm","vazhdueshëm","letter_transposition","sq","albanian_spelling_correction"
"mbanë","mbajnë","missing_letter","sq","albanian_spelling_correction"
"grafin","grafi","case_ending_error","sq","albanian_spelling_correction"
"nmuër","numër","letter_transposition","sq","albanian_spelling_correction"
"akttive","aktive","extra_letter","sq","albanian_spelling_correction"
"dhjete","dhjetë","case_ending_error","sq","albanian_spelling_correction"
"micësia","miqësia","c_q_confusion","sq","albanian_spelling_correction"
"trembëdhjeta","trembëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"fsitik","fistik","letter_transposition","sq","albanian_spelling_correction"
"diksh","dikush","missing_letter","sq","albanian_spelling_correction"
"lumuri","lumturi","missing_letter","sq","albanian_spelling_correction"
"vazhdueshma","vazhdueshme","case_ending_error","sq","albanian_spelling_correction"
"ssitematike","sistematike","letter_transposition","sq","albanian_spelling_correction"
"mibemër","mbiemër","letter_transposition","sq","albanian_spelling_correction"
"kujdesemë","kujdesemi","case_ending_error","sq","albanian_spelling_correction"
"oran","organ","missing_letter","sq","albanian_spelling_correction"
"kupon","kupton","missing_letter","sq","albanian_spelling_correction"
"mjku","mjeku","missing_letter","sq","albanian_spelling_correction"
"mennçur","mençur","extra_letter","sq","albanian_spelling_correction"
"zyrari","zyrtari","missing_letter","sq","albanian_spelling_correction"
"fem","fëm","missing_diacritic","sq","albanian_spelling_correction"
"gejjmë","gjejmë","letter_transposition","sq","albanian_spelling_correction"
"zhvilim","zhvillim","digraph_reduction","sq","albanian_spelling_correction"
"grupë","grupi","case_ending_error","sq","albanian_spelling_correction"
"follje","folje","extra_letter","sq","albanian_spelling_correction"
"mëssues","mësues","extra_letter","sq","albanian_spelling_correction"
"agrëtohemi","argëtohemi","letter_transposition","sq","albanian_spelling_correction"
"tleevizor","televizor","letter_transposition","sq","albanian_spelling_correction"
"mësuesjë","mësuesja","case_ending_error","sq","albanian_spelling_correction"
"uelmi","ulemi","letter_transposition","sq","albanian_spelling_correction"
"itmmess","itmess","extra_letter","sq","albanian_spelling_correction"
"mrie","mrië","case_ending_error","sq","albanian_spelling_correction"
"pjesmarrjë","pjesmarrje","case_ending_error","sq","albanian_spelling_correction"
"lojjë","lojë","extra_letter","sq","albanian_spelling_correction"
"duhhet","duhet","extra_letter","sq","albanian_spelling_correction"
"oreve","orëve","missing_diacritic","sq","albanian_spelling_correction"
"gramatik","gramatikë","case_ending_error","sq","albanian_spelling_correction"
"tonë","tona","case_ending_error","sq","albanian_spelling_correction"
"sistematikë","sistematike","case_ending_error","sq","albanian_spelling_correction"
"krëkojmë","kërkojmë","letter_transposition","sq","albanian_spelling_correction"
"dëgon","dëgjon","digraph_reduction","sq","albanian_spelling_correction"
"fletora","fletore","case_ending_error","sq","albanian_spelling_correction"
"shiiu","shiu","extra_letter","sq","albanian_spelling_correction"
"arkitkturë","arkitekturë","missing_letter","sq","albanian_spelling_correction"
"dëgoj","dëgjoj","digraph_reduction","sq","albanian_spelling_correction"
"vazhdeshëm","vazhdueshëm","missing_letter","sq","albanian_spelling_correction"
"shihe","shishe","missing_letter","sq","albanian_spelling_correction"
"mëses","mësues","missing_letter","sq","albanian_spelling_correction"
"grafit","grafi","case_ending_error","sq","albanian_spelling_correction"
"përor","përdor","missing_letter","sq","albanian_spelling_correction"
"mlbidhen","mblidhen","letter_transposition","sq","albanian_spelling_correction"
"lampa","llampa","digraph_reduction","sq","albanian_spelling_correction"
"ndëton","ndërton","missing_letter","sq","albanian_spelling_correction"
"kujdsen","kujdesen","missing_letter","sq","albanian_spelling_correction"
"mtaike","matike","letter_transposition","sq","albanian_spelling_correction"
"nveojë","nevojë","letter_transposition","sq","albanian_spelling_correction"
"tannë","tanë","extra_letter","sq","albanian_spelling_correction"
"qetëinë","qetësinë","missing_letter","sq","albanian_spelling_correction"
"ekssperimenti","eksperimenti","extra_letter","sq","albanian_spelling_correction"
"der","derë","case_ending_error","sq","albanian_spelling_correction"
"laujmë","luajmë","letter_transposition","sq","albanian_spelling_correction"
"gijnia","gjinia","letter_transposition","sq","albanian_spelling_correction"
"prëgjegjësi","përgjegjësi","letter_transposition","sq","albanian_spelling_correction"
"lig","ligj","digraph_reduction","sq","albanian_spelling_correction"
"drtë","dritë","missing_letter","sq","albanian_spelling_correction"
"duet","duhet","missing_letter","sq","albanian_spelling_correction"
"komuikim","komunikim","missing_letter","sq","albanian_spelling_correction"
"ekspeiment","eksperiment","missing_letter","sq","albanian_spelling_correction"
"sjeellshëm","sjellshëm","extra_letter","sq","albanian_spelling_correction"
"diën","ditën","missing_letter","sq","albanian_spelling_correction"
"imtess","itmess","letter_transposition","sq","albanian_spelling_correction"
"tete","tetë","missing_diacritic","sq","albanian_spelling_correction"
"shëon","shëron","missing_letter","sq","albanian_spelling_correction"
"shkkruajm","shkruajm","extra_letter","sq","albanian_spelling_correction"
"dikkujt","dikujt","extra_letter","sq","albanian_spelling_correction"
"diçkë","diçka","case_ending_error","sq","albanian_spelling_correction"
"ndërtesat","ndërtesa","case_ending_error","sq","albanian_spelling_correction"
"dowwnload","download","extra_letter","sq","albanian_spelling_correction"
"ttidraë","titdraë","letter_transposition","sq","albanian_spelling_correction"
"dkoument","dokument","letter_transposition","sq","albanian_spelling_correction"
"lapps","laps","extra_letter","sq","albanian_spelling_correction"
"mëssojnë","mësojnë","extra_letter","sq","albanian_spelling_correction"
"konncert","koncert","extra_letter","sq","albanian_spelling_correction"
"inovtiv","inovativ","missing_letter","sq","albanian_spelling_correction"
"spejtë","shpejtë","digraph_reduction","sq","albanian_spelling_correction"
"qiellin","qielli","case_ending_error","sq","albanian_spelling_correction"
"mrie","mrië","missing_diacritic","sq","albanian_spelling_correction"
"sepsa","sepse","case_ending_error","sq","albanian_spelling_correction"
"mblehje","mbledhje","missing_letter","sq","albanian_spelling_correction"
"pnuojnë","punojnë","letter_transposition","sq","albanian_spelling_correction"
"aftësiave","aftësive","case_ending_error","sq","albanian_spelling_correction"
"pirndërit","prindërit","letter_transposition","sq","albanian_spelling_correction"
"kafsha","kafshe","case_ending_error","sq","albanian_spelling_correction"
"dkoumente","dokumente","letter_transposition","sq","albanian_spelling_correction"
"përgaitin","përgatitin","missing_letter","sq","albanian_spelling_correction"
"kerkon","kërkon","missing_diacritic","sq","albanian_spelling_correction"
"shkkëlqen","shkëlqen","extra_letter","sq","albanian_spelling_correction"
"shocëror","shoqëror","c_q_confusion","sq","albanian_spelling_correction"
"perkushtim","përkushtim","missing_diacritic","sq","albanian_spelling_correction"
"kalllëzore","kallëzore","extra_letter","sq","albanian_spelling_correction"
"lgijeve","ligjeve","letter_transposition","sq","albanian_spelling_correction"
"fziike","fizike","letter_transposition","sq","albanian_spelling_correction"
"babba","baba","extra_letter","sq","albanian_spelling_correction"
"tingul","tingull","digraph_reduction","sq","albanian_spelling_correction"
"dkiush","dikush","letter_transposition","sq","albanian_spelling_correction"
"fjala","fjalë","case_ending_error","sq","albanian_spelling_correction"
"traaditat","traditat","extra_letter","sq","albanian_spelling_correction"
"rregullora","rregullore","case_ending_error","sq","albanian_spelling_correction"
"edukimë","edukimi","case_ending_error","sq","albanian_spelling_correction"
"lumin","lumi","case_ending_error","sq","albanian_spelling_correction"
"skhencorë","shkencorë","letter_transposition","sq","albanian_spelling_correction"
"tyrezë","tryezë","letter_transposition","sq","albanian_spelling_correction"
"kompetncave","kompetencave","missing_letter","sq","albanian_spelling_correction"
"ëshaf","ëshkaf","missing_letter","sq","albanian_spelling_correction"
"hana","hanë","case_ending_error","sq","albanian_spelling_correction"
"rruga","rrugë","case_ending_error","sq","albanian_spelling_correction"
"zjguar","zgjuar","letter_transposition","sq","albanian_spelling_correction"
"tirdhjetë","tridhjetë","letter_transposition","sq","albanian_spelling_correction"
"knotrollojnë","kontrollojnë","letter_transposition","sq","albanian_spelling_correction"
"lluet","lulet","letter_transposition","sq","albanian_spelling_correction"
"gbaim","gabim","letter_transposition","sq","albanian_spelling_correction"
"nëna","nënë","case_ending_error","sq","albanian_spelling_correction"
"përgjejshëm","përgjegjshëm","missing_letter","sq","albanian_spelling_correction"
"downoad","download","missing_letter","sq","albanian_spelling_correction"
"fjale","fjalën","case_ending_error","sq","albanian_spelling_correction"
"dsikutojmë","diskutojmë","letter_transposition","sq","albanian_spelling_correction"
"shkole","shkolle","digraph_reduction","sq","albanian_spelling_correction"
"përpikt","përpiktë","drop_final_vowel","sq","albanian_spelling_correction"
"çytet","qytet","c_q_confusion","sq","albanian_spelling_correction"
"pame","pamë","missing_diacritic","sq","albanian_spelling_correction"
"rasat","rasa","case_ending_error","sq","albanian_spelling_correction"
"fjalina","fjalinë","case_ending_error","sq","albanian_spelling_correction"
"fjaala","fjala","extra_letter","sq","albanian_spelling_correction"
"konsidrohet","konsiderohet","missing_letter","sq","albanian_spelling_correction"
"përmbjtur","përmbajtur","missing_letter","sq","albanian_spelling_correction"
"skrimtar","shkrimtar","digraph_reduction","sq","albanian_spelling_correction"
"lojar","lojtar","missing_letter","sq","albanian_spelling_correction"
"shkkrim","shkrim","extra_letter","sq","albanian_spelling_correction"
"gramatike","gramatikë","missing_diacritic","sq","albanian_spelling_correction"
"ushtuar","ushtruar","missing_letter","sq","albanian_spelling_correction"
"kërrkon","kërkon","extra_letter","sq","albanian_spelling_correction"
"sohqëri","shoqëri","letter_transposition","sq","albanian_spelling_correction"
"mira","mirë","case_ending_error","sq","albanian_spelling_correction"
"lirri","liri","extra_letter","sq","albanian_spelling_correction"
"spoort","sport","extra_letter","sq","albanian_spelling_correction"
"tjëlo","tëjlo","letter_transposition","sq","albanian_spelling_correction"
"njri","njëri","missing_letter","sq","albanian_spelling_correction"
"cellular","celular","extra_letter","sq","albanian_spelling_correction"
